CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
604,Peru,0.2181,0.2059,0.2064,0.2277,0.199,0.1884,0.1875,0.1973,0.2015,0.2108,0.2113,0.1891,0.1802,0.1681,0.1936,0.211,0.1849,0.2092,0.182,0.2071,0.2315
608,Philippines,0.2656,0.281,0.3108,0.3089,0.3277,0.3468,0.3355,0.3651,0.3574,0.3463,0.3515,0.3311,0.3208,0.3064,0.2974,0.2867,0.2465,0.2379,0.249,0.2424,0.2457
616,Poland,1.1762,1.2471,1.202,1.1432,1.0354,0.9988,0.9727,0.8886,0.7883,0.7316,0.6675,0.662,0.6399,0.6325,0.6007,0.5771,0.5726,0.5289,0.5039,0.4686,0.4789
620,Portugal,0.2613,0.2606,0.2828,0.2805,0.2823,0.2955,0.2784,0.2798,0.2902,0.3107,0.2911,0.285,0.3006,0.2782,0.2824,0.2897,0.2585,0.26,0.2493,0.2526,0.2272
634,Qatar, , , , , , , , , , ,0.9065,0.767,0.6716,0.8238,0.837,0.9091,0.8383,0.8419,0.7234,0.628,0.5745
498,Republic of Moldova, , ,2.0789,1.5681,1.7554,1.6481,1.7898,1.0854,1.0254,0.7622,0.5824,0.5805,0.5778,0.5833,0.5765,0.5764,0.5613,0.511,0.4831,0.4894,0.4879
642,Romania,0.8719,0.8667,0.8521,0.8219,0.7559,0.7769,0.7445,0.7163,0.672,0.5964,0.5864,0.5898,0.5407,0.5349,0.4907,0.4724,0.4695,0.4359,0.3786,0.3438,0.3428
643,Russian Federation, , ,1.4082,1.4152,1.4197,1.4295,1.4556,1.3715,1.4181,1.3434,1.2365,1.1766,1.123,1.0784,1.005,0.9522,0.9098,0.8373,0.8184,0.8148,0.8634
646,Rwanda,0.1337,0.1269,0.1212,0.1327,0.2576,0.188,0.1719,0.1563,0.1411,0.1371,0.1294,0.1196,0.1054,0.1028,0.0971,0.0683,0.0629,0.0616,0.0541,0.054,0.0519
659,Saint Kitts and Nevis,0.1521,0.1676,0.1622,0.175,0.1745,0.1817,0.1849,0.1731,0.1712,0.1627,0.1616,0.2729,0.2897,0.3266,0.323,0.3043,0.2907,0.2998,0.2864,0.3212,0.3152
662,Saint Lucia,0.1579,0.1603,0.1785,0.1927,0.221,0.2529,0.2537,0.2389,0.2217,0.2244,0.2306,0.2664,0.239,0.252,0.2305,0.2422,0.2216,0.2291,0.2237,0.2172,0.2264
670,Saint Vincent and the Grenadines,0.1388,0.1312,0.1331,0.1629,0.1973,0.2131,0.2167,0.1913,0.2207,0.2165,0.2035,0.2281,0.223,0.2151,0.2065,0.2057,0.1949,0.1885,0.1859,0.19,0.2023
882,Samoa,0.2957,0.3026,0.3105,0.2983,0.2893,0.2962,0.2761,0.2739,0.2675,0.2754,0.2573,0.2472,0.2368,0.2371,0.2323,0.2288,0.2244,0.2246,0.2153,0.2269,0.226
678,Sao Tome and Principe, , , , , , , , , , , ,0.2729,0.3095,0.3244,0.3432,0.3562,0.3449,0.3382,0.3101,0.3265,0.3361
682,Saudi Arabia,0.6995,0.7877,0.8028,0.8821,0.8629,0.6584,0.6975,0.5682,0.5306,0.583,0.7289,0.7257,0.7959,0.7413,0.8517,0.8106,0.8551,0.7623,0.7772,0.8002,0.8241
686,Senegal,0.297,0.3117,0.3128,0.3189,0.3463,0.2944,0.3088,0.2613,0.2592,0.263,0.2713,0.2853,0.2976,0.3076,0.3059,0.3214,0.2562,0.2722,0.2677,0.2819,0.3267
688,Serbia, , , , , , , , , , , , , , , , ,0.8189,0.7551,0.7223,0.6655,0.6568
690,Seychelles,0.1169,0.1427,0.1536,0.1412,0.1653,0.1699,0.1682,0.3141,0.308,0.3523,0.3723,0.4329,0.3615,0.3958,0.5421,0.4659,0.4546,0.3624,0.4004,0.4277,0.3775
694,Sierra Leone,0.0977,0.1151,0.0655,0.0646,0.0872,0.0948,0.1039,0.1142,0.1033,0.1016,0.1382,0.1989,0.1689,0.1656,0.153,0.1247,0.1605,0.1286,0.1278,0.1217,0.122
702,Singapore,0.6105,0.5792,0.5736,0.5592,0.6051,0.4065,0.4434,0.5116,0.4327,0.3561,0.3196,0.3269,0.2991,0.1885,0.158,0.1568,0.1463,0.078,0.0843,0.1073,0.051
703,Slovakia, , ,0.2328,0.2551,0.2434,0.2483,0.241,0.2447,0.2246,0.2252,0.208,0.2137,0.2078,0.1993,0.1927,0.1821,0.1721,0.1554,0.1557,0.146,0.1403
90,Solomon Islands,0.2223,0.2097,0.1861,0.1757,0.1568,0.1515,0.1491,0.1512,0.1486,0.153,0.1785,0.2022,0.208,0.2044,0.1949,0.1848,0.1728,0.1717,0.1601,0.162,0.1545
710,South Africa,1.1881,1.2465,1.1947,1.2444,1.2631,1.2062,1.1734,1.1836,1.1803,1.1494,1.0964,1.0502,0.971,1.033,1.1082,0.9762,0.9915,0.9809,0.9923,1.0921,0.9692
724,Spain,0.2849,0.2867,0.2943,0.2788,0.2899,0.292,0.2753,0.2863,0.2843,0.293,0.2908,0.2837,0.2917,0.2889,0.2958,0.2973,0.2829,0.2798,0.2549,0.2318,0.2176
144,Sri Lanka,0.1093,0.1125,0.1341,0.1216,0.1271,0.1291,0.1492,0.1513,0.1495,0.1576,0.177,0.1813,0.1873,0.1712,0.1823,0.1669,0.1563,0.1553,0.14,0.1459,0.1338
275,State of Palestine, , , , , , , ,0.0475,0.0643,0.0639,0.0825,0.1649,0.157,0.164,0.2252,0.3113, , , , , 
736,Sudan (former),0.2173,0.1959,0.1622,0.0949,0.1435,0.1402,0.1228,0.141,0.1172,0.1232,0.1235,0.1339,0.162,0.169,0.2017,0.1784,0.1722,0.1705,0.1602,0.1687,0.1619
740,Suriname,0.836,0.9436,0.9505,1.0462,1.017,1.0143,0.9782,0.9299,0.9251,0.9285,0.9178,0.9353,0.8867,0.8324,0.7832,0.7778,0.7685,0.7311,0.7021,0.6888,0.6389
748,Swaziland,0.1265,0.0953,0.0748,0.0363,0.1299,0.1165,0.0841,0.2876,0.2829,0.2804,0.2642,0.2515,0.2432,0.22,0.2115,0.2042,0.1971,0.1992,0.2001,0.185,0.1816
752,Sweden,0.2432,0.256,0.2689,0.2586,0.2606,0.2333,0.2611,0.2284,0.224,0.2064,0.1926,0.1953,0.214,0.1995,0.1905,0.1746,0.161,0.151,0.1553,0.1456,0.1641
756,Switzerland,0.1854,0.1834,0.1881,0.1783,0.1785,0.1686,0.1708,0.1738,0.1707,0.1638,0.1516,0.1647,0.1558,0.1538,0.1509,0.1505,0.1468,0.1284,0.1335,0.1402,0.1268
760,Syrian Arab Republic,1.024,1.0945,0.9923,1.0004,0.9572,0.8205,0.7905,0.7189,0.8298,0.8962,0.8501,0.7723,0.584,0.8066,0.7104,0.6627,0.668,0.6773,0.764,0.6613,0.6382
762,Tajikistan, , ,0.6971,0.5971,0.3455,0.4105,0.5686,0.4258,0.4689,0.4562,0.3741,0.3478,0.2616,0.262,0.2925,0.2519,0.3252,0.3243,0.2517,0.2311,0.2145
764,Thailand,0.4269,0.4318,0.4373,0.4585,0.4681,0.4937,0.5201,0.5446,0.5391,0.5516,0.5426,0.5699,0.5782,0.5802,0.5929,0.5754,0.5583,0.5335,0.5199,0.5622,0.5568
807,The former Yugoslav Republic of Macedonia, , ,0.7554,0.7834,0.8073,0.8453,0.9049,0.8079,0.9278,0.8257,0.8127,0.8466,0.7651,0.7695,0.7279,0.703,0.6491,0.6361,0.6311,0.6133,0.5681
626,Timor-Leste, , , , , , , , , , , , ,0.1842,0.184,0.1931,0.1818,0.192,0.1748,0.1592,0.1353,0.1236
768,Togo,0.2188,0.24,0.2479,0.3021,0.2527,0.2684,0.2743,0.2231,0.27,0.3471,0.309,0.269,0.2879,0.3257,0.3045,0.2883,0.2528,0.2664,0.2879,0.2875,0.2832
776,Tonga,0.2715,0.3048,0.2908,0.3281,0.3217,0.3219,0.3219,0.334,0.3138,0.3515,0.3214,0.3667,0.3645,0.4272,0.4134,0.3709,0.4199,0.3833,0.3958,0.411,0.3677
780,Trinidad and Tobago,1.2891,1.5581,1.5795,1.2846,1.464,1.4874,1.4865,1.2778,1.1911,1.3476,1.3642,1.3378,1.3309,1.198,1.2424,1.0833,1.0765,1.4843,1.3234,1.5498,1.6304
788,Tunisia,0.3642,0.4092,0.3682,0.3957,0.3705,0.3573,0.3552,0.3406,0.3453,0.3315,0.3441,0.3428,0.3399,0.3279,0.3241,0.3165,0.3048,0.2958,0.2963,0.2851,0.2888
792,Turkey,0.3331,0.337,0.3306,0.3191,0.33,0.3354,0.3418,0.3351,0.331,0.336,0.3457,0.3299,0.3285,0.3316,0.3128,0.3038,0.3132,0.3257,0.3242,0.3318,0.326
795,Turkmenistan, , ,1.5426,1.498,2.1919,2.4427,2.074,2.2508,1.846,2.0792,2.0058,2.1345,2.1819,2.2163,2.1668,2.007,1.8437,1.9207,1.7239,1.4311,1.4329
800,Uganda,0.0806,0.0789,0.0773,0.0706,0.0609,0.0711,0.0731,0.0717,0.0803,0.0775,0.0818,0.0823,0.0779,0.0749,0.076,0.0882,0.0925,0.1005,0.0935,0.0928,0.0985
804,Ukraine, , ,1.8544,1.84,1.9543,2.2205,2.2813,1.9461,1.9108,1.9374,1.7647,1.6204,1.5261,1.542,1.3398,1.2694,1.1569,1.0758,1.0384,0.9865,1.1022
810,Union of Soviet Socialist Republics [former],1.3925, , , , , , , , , , , , , , , , , , , , 
784,United Arab Emirates,0.3912,0.4252,0.4196,0.4702,0.4876,0.4414,0.2425,0.2274,0.4436,0.4146,0.5372,0.4773,0.3892,0.4512,0.4365,0.4269,0.4143,0.4517,0.4986,0.5184,0.5268
826,United Kingdom,0.4272,0.4434,0.4379,0.414,0.3946,0.3833,0.3831,0.3541,0.3419,0.3254,0.3169,0.312,0.2943,0.2881,0.2798,0.2731,0.2662,0.2506,0.25,0.2367,0.2416
834,United Republic of Tanzania,0.1116,0.1122,0.1082,0.1193,0.109,0.1528,0.1424,0.1145,0.0979,0.0928,0.0923,0.1028,0.1101,0.1092,0.1158,0.1392,0.1383,0.1333,0.1319,0.1226,0.1217
840,United States,0.5988,0.6078,0.5994,0.5954,0.5823,0.5716,0.5647,0.554,0.5342,0.5164,0.5121,0.4966,0.492,0.4823,0.4751,0.4637,0.4448,0.4434,0.4319,0.4204,0.4174
858,Uruguay,0.1759,0.1937,0.2038,0.1715,0.1456,0.1667,0.1872,0.1761,0.1725,0.2079,0.1673,0.1669,0.1642,0.1621,0.1884,0.1805,0.1995,0.169,0.219,0.2025,0.1566
860,Uzbekistan, , ,3.142,3.3435,3.3022,3.0298,3.0464,2.8563,3.1634,3.0291,2.9811,2.9107,2.9106,2.7002,2.4381,2.1369,2.0742,1.9009,1.7901,1.6087,1.328
548,Vanuatu,0.1393,0.1274,0.1241,0.1232,0.113,0.1119,0.1391,0.1389,0.1271,0.1267,0.1154,0.1299,0.1297,0.1205,0.0783,0.0744,0.0605,0.1124,0.1025,0.1261,0.125
862,Venezuela,0.6461,0.5564,0.4811,0.5635,0.6031,0.5948,0.5491,0.5634,0.7016,0.7697,0.6555,0.7176,0.882,0.9504,0.7038,0.6886,0.5929,0.5577,0.563,0.5771,0.6376
704,Viet Nam,0.3584,0.3389,0.3123,0.3096,0.3243,0.3283,0.3578,0.4304,0.4287,0.4108,0.4326,0.4613,0.4989,0.517,0.5514,0.55,0.5316,0.5437,0.5723,0.5984,0.6011
887,Yemen,-0.1385,0.4392,0.5774,0.3641,0.4112,0.3851,0.4886,0.4811,0.3578,0.3926,0.3896,0.4167,0.3889,0.4115,0.4318,0.4341,0.4366,0.4411,0.4352,0.4351,0.3829
894,Zambia,0.2492,0.2464,0.2549,0.2429,0.2572,0.2375,0.1913,0.2367,0.2335,0.1784,0.1734,0.1733,0.1732,0.1758,0.1692,0.1714,0.1579,0.1105,0.1166,0.1281,0.134
