CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
152,Chile,0,,0.04,0.07,0.14,0.35,0.68,1.06,1.66,4.1,16.6,19.1,22.1,25.47,28.18,31.18,34.5,35.9,37.3,41.56,45,52.25,61.42
156,China,0,,,0,0,0,0.01,0.03,0.17,0.71,1.78,2.64,4.6,6.2,7.3,8.52,10.52,16,22.6,28.9,34.3,38.3,42.3
344,"China, Hong Kong Special Administrative Region",0,0.12,0.85,1.33,2.78,3.22,4.75,10.52,14.55,21.23,27.83,38.67,43.08,52.2,56.4,56.9,60.8,64.8,66.7,69.4,72,72.2,72.8
446,"China, Macao Special Administrative Region",0,,,,0.04,0.28,0.73,2.36,7,9.21,13.61,22.52,25.17,25.74,31.48,34.86,46.4,47.33,49.24,54,55.2,60.2,64.27
170,Colombia,0,,,,0.11,0.19,0.33,0.55,1.13,1.7,2.21,2.85,4.6,7.39,9.12,11.01,15.34,21.8,25.6,30,36.5,40.4,48.98
174,Comoros,0,,,,,,,0,0.04,0.15,0.27,0.44,0.55,0.85,1.33,2,2.2,2.5,3,3.5,5.1,5.5,5.98
178,Congo,0,,,,,,0,0,0,0.02,0.03,0.03,0.16,0.46,1.08,1.46,2.01,2.76,4.29,4.5,5,5.6,6.11
184,Cook Islands,0,,,,,1.19,5.44,6.62,,13.05,15.66,18.08,20.02,22.87,23.99,26.2,25.86,25.6,25.41,30.29,35.71,44,52.21
188,Costa Rica,0,,0,0.08,0.28,0.42,0.84,1.64,2.67,3.9,5.8,9.56,19.89,20.33,20.79,22.07,25.1,28.4,32.29,34.33,36.5,42.12,47.5
384,Cote d'Ivoire,0,,,,,0,0.01,0.02,0.06,0.12,0.23,0.4,0.5,0.76,0.85,1.04,1.52,1.8,1.9,2,2.1,2.2,2.38
191,Croatia,0,,,0.1,0.27,0.51,0.86,1.73,3.27,4.41,6.64,11.56,17.76,22.75,30.91,33.14,37.98,41.44,44.24,50.58,56.55,59.64,63
192,Cuba,0,,,,,0,0.03,0.07,0.23,0.31,0.54,1.08,3.77,5.24,8.41,9.74,11.16,11.69,12.94,14.33,15.9,23.23,25.64
