CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
191,Croatia,,,,1,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,,1,1,1,1,1,1,,
192,Cuba,0.96,0.97,0.99,0.99,1,1,0.97,0.97,0.96,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,
196,Cyprus,1,1,0.99,1,1,1,0.99,1,,1,1,1,1,1,1,1,1,0.99,0.99,0.99,1,,
203,Czech Republic,1,1,1.17,1.01,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,1,1,
180,Democratic Republic of the Congo,0.71,0.75,0.76,0.78,0.75,0.69,,,,0.91,,,0.79,,,,,0.82,0.84,0.86,0.87,0.87,
208,Denmark,1,1,1,1,1,1.01,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,
262,Djibouti,0.73,0.72,0.73,0.78,0.77,0.77,0.75,0.74,,0.71,0.73,0.75,0.76,0.78,0.79,0.82,0.81,0.86,0.88,0.89,,0.9,0.89
212,Dominica,0.94,0.98,1.01,1.07,1.11,1.14,,,,1.03,1.02,1.01,1,1.01,1,1,0.99,0.97,0.97,0.97,0.98,0.99,
214,Dominican Republic,,,,,,,,,0.97,0.98,0.97,,1.01,1.01,0.95,0.95,0.95,0.94,0.93,0.86,0.88,0.91,
218,Ecuador,,,,0.99,0.99,0.99,0.99,0.99,1,1,0.99,1,1,1,1,1,1,1,,1.01,1,1,
818,Egypt,0.84,0.83,0.85,0.86,0.84,0.88,0.75,0.87,,0.91,0.92,0.93,0.94,0.95,0.96,0.94,0.94,0.95,,0.96,0.96,0.94,
222,El Salvador,,0.99,1,1,,1,0.99,0.99,0.98,0.97,0.96,0.97,0.96,0.97,0.97,0.97,0.97,1,0.97,0.97,0.95,0.95,
226,Equatorial Guinea,,,,0.94,0.96,,,,,0.79,0.96,0.96,0.94,0.97,,0.95,,,0.95,0.96,0.97,0.98,
232,Eritrea,0.94,0.95,0.85,0.8,0.79,0.79,0.8,0.82,,0.83,0.82,0.82,0.8,0.81,0.8,0.81,0.81,0.83,0.82,0.83,0.84,0.83,
233,Estonia,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.96,0.96,0.96,0.97,0.97,0.98,0.99,0.99,0.99,0.99,,
231,Ethiopia,0.65,0.66,0.72,0.69,0.62,0.59,0.56,0.56,0.58,0.61,0.65,0.69,0.71,0.73,0.77,0.83,0.86,0.88,0.89,0.91,0.91,0.91,
242,Fiji,,1,0.99,,,,,,0.99,0.99,0.98,0.99,1.01,1,0.99,,0.99,0.98,1,0.98,,1,
246,Finland,0.99,0.99,1,1,1,1,1,1,1,1,0.99,0.99,0.99,0.99,0.99,0.99,1,1,0.99,0.99,0.99,0.99,
250,France,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,
254,French Guiana,,,,,0.97,0.99,0.99,,,,,,,,,,,,,,,,
258,French Polynesia,0.96,0.96,0.97,0.98,0.97,0.98,0.97,,,,,,,,,,,,,,,,
266,Gabon,,,0.99,,0.99,0.99,1,1,,1,,1,0.99,0.99,,,,,,,,0.97,
270,Gambia,,,0.69,0.71,0.73,0.75,0.78,,0.82,0.84,0.87,0.9,0.9,0.97,1,1.03,1.04,1.04,1.06,1.04,1.02,1.03,
268,Georgia,,1,1,1,0.93,0.98,1.01,0.99,,0.99,0.98,1.01,1.01,0.98,0.95,0.97,1.02,0.98,1,1.01,1.03,1.03,
276,Germany,,,1.01,0.99,1,1,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,1,1,1,1,1,1,,
288,Ghana,0.85,0.86,0.88,0.89,0.9,0.91,,,,0.93,0.94,0.95,0.95,0.99,0.95,0.97,0.99,0.99,0.99,0.99,,1,0.95
300,Greece,1,0.99,1,1,1,1.02,1,1.01,1,1,1,1,0.99,0.99,0.99,1,1,1,,,1,,
308,Grenada,,,,0.99,,,,,,,0.97,0.95,0.95,1,0.96,,,0.98,0.95,0.94,0.97,,
312,Guadeloupe,,0.97,0.97,0.97,0.97,,,,,,,,,,,,,,,,,,
320,Guatemala,,0.87,0.87,0.87,0.86,0.86,0.86,0.86,0.87,0.87,0.89,0.9,0.91,0.91,0.92,0.92,0.93,0.94,0.94,0.96,0.96,,
324,Guinea,0.47,0.48,0.48,0.48,0.5,0.52,0.54,0.58,0.61,0.64,0.69,0.72,0.75,0.77,0.79,0.82,0.84,0.85,0.85,0.85,0.84,0.87,0.85
624,Guinea-Bissau,,,0.55,0.56,0.57,0.58,,,,0.67,0.68,,,,,,,,,,0.94,,
328,Guyana,,0.96,0.94,0.95,,0.99,1.03,1.05,,1.01,0.96,0.96,,0.99,0.99,1.02,1.04,1.03,1.04,1.03,1.04,1.04,
332,Haiti,,,0.96,0.95,0.95,0.95,0.95,0.96,0.98,,,,,,,,,,,,,,
340,Honduras,1.01,1.01,1.01,1.01,1,1.01,1.02,1.02,,,1.01,,,,0.99,0.99,0.99,1,1,1,1,1,
348,Hungary,1,0.99,0.99,,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,
352,Iceland,,,,1,1,1,1.01,1.01,0.99,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.99,1,1,1,1,,
356,India,0.74,0.76,0.77,0.8,0.81,0.81,0.82,0.83,0.84,0.84,0.84,0.85,0.87,0.96,0.96,,,0.97,0.99,1,1,,
360,Indonesia,0.96,0.97,0.98,0.97,0.97,0.96,0.96,0.96,,,0.97,0.98,0.98,0.98,0.98,0.97,0.96,0.96,0.97,0.97,1.02,1.02,
364,Iran,0.89,0.9,0.92,0.93,0.94,0.93,,0.93,,0.94,0.94,0.95,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,
368,Iraq,,0.85,,0.85,,,0.86,,,0.83,0.83,0.83,0.85,0.85,0.84,,,0.84,,,,,
372,Ireland,1.01,1.01,1,1,1,1,1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,1,1,1,1,1,
376,Israel,1.03,1.03,1.01,1.01,1,,,,,0.99,0.99,1,1,1,1,1.01,1.01,1.01,1.01,1.01,1,,
380,Italy,1,1,1,1.03,1.04,0.98,0.99,0.99,0.99,0.99,1,0.99,0.98,0.99,0.99,0.99,0.99,1,1,0.99,0.99,,
388,Jamaica,0.99,1,,0.97,,,,,,1,0.99,0.99,0.99,0.99,0.99,0.98,,0.97,0.96,0.96,0.95,,
392,Japan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
400,Jordan,1,1,1.01,1.01,1.01,,1.01,,,1.01,1.01,,1,1.01,1.01,1.01,1.02,1.02,1.01,,1,,
398,Kazakhstan,,,,,1,,1.01,1.01,1.02,1.01,1.01,1,1,1.01,1.01,1.01,1.01,1.01,1.01,1,1,1,1
404,Kenya,0.97,0.97,0.97,0.98,0.99,0.98,,,0.98,0.97,0.99,0.98,0.95,0.95,0.94,0.96,0.97,0.99,0.98,0.98,,,
296,Kiribati,1.02,1.01,1.02,1.03,1.02,1.03,1.03,1.02,,1.01,0.97,1.03,1.01,0.99,1.03,1.02,1,1.03,1.04,1.04,,,
410,"Korea, Republic of",1.01,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.01,1.01,1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,
414,Kuwait,0.97,0.96,0.98,1,1.01,1.06,1,1.03,1.04,1.02,1.02,1.01,1,1.02,1.02,1.01,1.03,1.03,1.03,,,,
417,Kyrgyzstan,1.02,,1.01,1.01,1.02,1.01,0.97,,,0.99,0.98,0.98,0.98,0.99,1,0.99,0.99,0.99,1,1,0.99,0.99,
418,Lao People's Democratic Republic,0.79,0.79,0.8,0.79,0.79,0.81,0.81,0.82,0.83,0.85,0.85,0.86,0.86,0.87,0.88,0.88,0.89,0.89,0.9,0.92,0.93,0.94,
428,Latvia,1.07,1,1.01,1.01,1,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.96,0.96,0.96,0.96,0.98,0.99,0.99,
422,Lebanon,,,0.97,,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.97,0.96,0.97,0.97,0.97,0.98,0.97,0.97,0.98,0.97,0.97,
426,Lesotho,1.22,1.22,1.19,1.16,1.13,1.12,1.11,1.09,1.08,1.08,1.04,1.02,1.02,1.01,1,1,1,0.99,0.98,1,0.98,0.97,
430,Liberia,,,,,,,,,,0.75,0.74,,,,,,0.92,,0.91,0.89,,0.91,
434,Libyan Arab Jamahiriya,,,,,,,,,,0.99,,1.02,1,0.97,0.97,0.99,0.96,,,,,,
438,Liechtenstein,,,,,,,,,,,,,,1.02,0.99,,1.03,0.99,0.96,1.02,0.94,1.01,
440,Lithuania,,0.93,0.94,0.95,0.92,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.98,
442,Luxembourg,,1.08,,,,,,,,1.01,1.01,1,0.99,1,1,1,1,1,1.01,,1.01,,
450,Madagascar,0.96,0.98,0.91,0.95,0.97,1.04,0.96,,0.96,0.97,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.98,0.98,0.98,
454,Malawi,0.87,0.87,0.87,0.95,0.96,0.92,0.92,,0.96,0.96,0.97,0.97,0.97,,1.03,1.03,1.04,1.04,1.03,1.03,1.04,1.04,
458,Malaysia,1,1,1,1,1,1,1,,1,0.98,1,1,1,1,1,1,,,,,,,
462,Maldives,,,1,0.99,0.98,0.97,0.97,0.97,1.01,1.01,1.01,1,0.99,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.96,0.98,
466,Mali,0.61,0.61,0.61,0.62,0.64,0.69,0.67,0.67,0.71,0.72,0.75,0.74,0.76,0.77,0.79,0.8,0.82,0.83,0.85,0.86,0.87,0.88,
470,Malta,0.97,0.97,0.97,0.98,0.98,0.97,0.99,0.99,1.01,1,1,0.99,0.99,0.98,0.98,0.97,,0.99,1,1.01,1.01,,
584,Marshall Islands,,,,,,,,,,0.99,0.96,0.94,0.93,1.02,0.95,1.26,1,0.99,1.01,1,,0.99,
474,Martinique,0.96,0.97,0.97,0.99,0.98,0.98,0.97,,,,,,,,,,,,,,,,
478,Mauritania,0.74,0.76,0.78,0.83,0.84,0.85,0.87,0.92,0.95,0.97,0.97,0.96,0.99,1,1.01,1.04,1.03,1.04,1.05,1.05,1.05,1.06,
480,Mauritius,1.01,1.01,1.01,1.01,1,1,1,1,1,,,,,,,,,,,,,,
484,Mexico,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.99,0.99,0.99,
583,Micronesia,,,,,,,,,,,,,,,0.98,0.97,,1.01,,,,,
496,Mongolia,,0.99,1.01,1.01,1.04,1.03,1.02,1.03,1.02,1.01,1.01,1.01,1.01,1,0.99,1,1,1,0.99,0.99,0.98,0.98,
499,Montenegro,,,,,,,,,,,,,,1,1,1,0.99,1,1,0.98,0.98,1,1
500,Montserrat,,,,,,,,,,0.65,0.93,0.99,0.96,,0.97,1.04,1,1.12,,,,,
504,Morocco,0.68,0.69,0.7,0.71,0.72,0.74,0.75,0.76,0.78,0.82,0.84,0.87,0.89,0.9,0.91,0.9,0.9,0.91,0.91,0.93,0.94,0.94,0.95
508,Mozambique,0.76,0.74,0.75,0.74,0.73,0.72,,,0.74,0.74,0.75,0.77,0.79,,0.83,0.84,0.86,0.87,0.88,0.9,0.9,0.91,0.91
104,Myanmar,0.94,0.96,0.95,0.95,0.96,0.95,,,,0.98,0.99,0.99,1,1.01,1.01,1.01,1,,1,0.99,1,,
516,Namibia,1.09,1.04,1.03,1.01,1.01,1,1,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1,0.99,0.99,0.99,,
520,Nauru,,,,,,,,,,,1.33,1.09,0.97,0.99,1.02,1.05,0.99,1.04,1.06,,,,
524,Nepal,0.6,0.63,0.66,0.67,0.7,0.71,0.73,,,0.77,0.79,0.84,0.86,,,,,,,,,,
528,Netherlands,1.03,1.03,1.02,1.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.99,0.99,,
530,Netherlands Antilles,,,,,,,,,,0.95,0.96,0.86,0.98,,,,,,,,,,
554,New Zealand,0.98,0.99,0.99,0.99,1,1,1,0.99,1,1,1,0.99,0.99,0.99,0.99,0.99,0.99,1,1,1,1,,
558,Nicaragua,1.07,1.06,1.04,1.04,1.03,1.03,1.03,1.03,1.03,1.01,1.01,1.01,0.99,0.98,0.98,0.97,0.97,0.98,0.98,,0.98,,
562,Niger,0.6,0.61,0.61,0.61,0.58,0.63,0.63,0.65,0.66,0.68,0.69,0.7,0.7,0.71,0.71,0.73,0.74,0.75,0.78,0.8,0.82,0.84,0.85
566,Nigeria,0.79,0.81,0.82,0.81,0.82,0.83,0.86,,,0.81,0.82,0.83,0.83,,0.84,0.85,0.86,0.89,0.89,0.9,0.91,,
570,Niue,,,,,,,,,0.87,1,1,0.96,,,1.03,0.89,,,,,,,
578,Norway,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.01,1,1,1,1,,
512,Oman,0.9,0.92,0.93,0.95,0.98,0.99,0.97,0.99,0.99,0.99,0.98,0.99,0.97,0.96,,0.97,0.99,0.99,0.99,0.97,,0.98,
586,Pakistan,0.53,,,,,,,,,,0.67,0.67,0.67,0.71,0.72,0.75,0.77,0.81,0.81,0.82,0.82,0.82,
585,Palau,,,,,,,,,,0.93,0.97,,,,0.97,,,1.03,,,,,
591,Panama,0.96,,,,,,,,,0.97,0.97,0.97,0.97,,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,
598,Papua New Guinea,0.84,0.85,0.85,0.86,0.86,0.87,,,0.87,,0.86,0.86,0.85,0.86,0.87,0.85,0.85,,0.89,,,,
600,Paraguay,0.96,0.97,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.96,,
604,Peru,,0.97,,,,0.97,,,0.99,0.99,0.99,1,1,0.99,0.99,1,0.99,1,1,1,1,0.99,
608,Philippines,0.99,1,,,1.03,,0.98,,0.99,1,,1,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,,,
616,Poland,0.98,0.99,0.98,0.98,0.98,,,0.97,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,
620,Portugal,0.96,0.95,0.96,0.96,0.95,0.95,0.95,,0.96,0.96,0.96,0.98,0.96,0.95,0.95,0.95,0.95,0.94,0.94,0.97,0.97,,
630,Puerto Rico,,,,,,,,,,,,,,,,,,,,1.04,1.04,1.04,
634,Qatar,0.94,0.94,0.93,0.96,0.96,0.99,1.05,,0.99,1.05,1.05,1.04,,,,,0.96,,0.97,0.99,1,0.98,
498,Republic of Moldova,0.99,1,1,0.99,1,0.99,,,,1,0.99,1,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,1,0.99,
638,Reunion,,,,,0.98,,,,,,,,,,,,,,,,,,
642,Romania,0.99,1,1,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,
643,Russian Federation,1,1,1,1,1,0.99,,,,0.99,0.99,0.99,0.99,0.99,,0.99,1,1,1,1,,,
646,Rwanda,0.98,0.99,0.98,,,,,,,0.98,0.97,0.99,1,1.01,1.02,1.03,1.04,1.03,1.03,1.02,1.02,1.03,
659,Saint Kitts and Nevis,0.95,,0.97,0.97,,,,,,,0.97,1.02,1,0.99,1.03,1.02,,1,1.02,1.02,1,1.02,
662,Saint Lucia,0.95,0.95,0.93,0.93,,,,0.93,,0.95,0.97,0.95,0.97,0.95,0.95,0.96,0.92,0.95,0.97,0.97,0.96,0.98,
670,Saint Vincent and the Grenadines,,0.99,,,0.96,,,,,,0.95,0.95,0.96,0.97,0.96,0.91,,0.95,0.92,0.93,0.93,,
882,Samoa,,,,,,0.99,0.99,1,1.03,0.98,1,1,1,1,1,,,1.01,,1,1.02,1.04,
674,San Marino,,,,,,,,,,,,,,,,,,,,1.01,1.13,0.99,
678,Sao Tome and Principe,0.92,,,,,,,,,0.97,,0.94,0.96,0.96,0.97,0.97,0.97,0.99,0.98,1.01,1,0.97,0.97
682,Saudi Arabia,,,,,,,,,,,,,,,,1,,0.99,0.99,0.98,0.99,1,
686,Senegal,0.73,0.73,0.75,0.75,0.75,0.76,0.8,0.82,0.84,0.83,0.87,0.89,0.91,0.92,0.95,0.97,0.99,1,1.03,1.05,1.06,1.07,
688,Serbia,,,,,,,,,,0.99,0.99,1,,1.01,1.01,1.01,1,1,1,0.99,0.99,1,
690,Seychelles,,0.98,0.97,0.97,0.99,0.99,0.99,,0.99,1,1.01,1,1,0.99,0.99,0.97,,1.02,1.02,1.01,1,1,
694,Sierra Leone,0.66,0.67,,,,,,,,,0.89,0.67,,,,,,,,,,0.93,
703,Slovakia,,,,1,1,1,1,1,0.99,0.98,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,
705,Slovenia,,,,1,1,1,1,0.99,1,0.99,1.02,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,1,
90,Solomon Islands,0.87,0.87,0.86,0.87,0.88,,,,,0.94,0.93,0.94,0.95,,,0.96,0.97,0.97,,,0.99,,
706,Somalia,,,,,,,,,,,,,,,,,,0.55,,,,,
710,South Africa,0.99,0.99,,,0.97,0.98,,0.97,0.97,0.97,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,,,
724,Spain,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,
144,Sri Lanka,0.96,0.96,0.96,0.97,0.97,0.96,0.97,,0.98,,,0.99,0.99,1,1.07,1,1,1,1,1,1,0.99,
275,State of Palestine,,,,,,0.99,0.99,1,,1,1,1,1,1,1,0.99,1,1,1,1,0.98,0.99,
740,Suriname,1.1,1.02,1.01,0.98,1.03,,,,,,,0.99,0.98,,,0.97,0.96,0.94,0.96,0.95,,0.96,
748,Swaziland,1,0.99,0.98,0.97,0.98,0.97,0.97,0.97,0.96,0.96,0.95,0.96,0.94,0.96,0.94,0.94,0.94,0.93,,0.92,0.92,0.9,
752,Sweden,1,1,1,1.01,1.01,1.01,1.01,1.01,1.03,1.03,1.03,1.03,1.03,1.03,1,1,1,1,0.99,0.99,0.99,1,
756,Switzerland,1.01,1.01,1.01,0.99,1,1,1,,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,
760,Syrian Arab Republic,0.9,0.9,0.9,0.91,0.91,0.91,0.91,0.91,0.93,0.92,0.93,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.99,
762,Tajikistan,,0.98,0.98,0.96,0.97,0.97,,0.97,0.95,0.95,0.93,0.93,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,
764,Thailand,,0.98,0.98,0.98,,,,,,0.97,0.97,0.98,0.98,,0.98,0.97,0.99,0.98,0.99,0.99,,,
807,The former Yugoslav Republic of Macedonia,,,,0.99,0.99,1,0.98,0.98,0.98,0.98,0.99,1,1.02,1,1,1,1,1.01,1.02,1.01,1.01,,
626,Timor-Leste,,,,,,,,,,,,,,,0.93,0.92,,,0.95,0.95,0.96,0.96,
768,Togo,0.64,0.65,0.66,,0.66,0.68,0.69,0.71,0.73,0.75,0.78,0.79,0.81,0.82,0.84,0.85,0.86,0.86,0.88,0.85,0.9,0.91,0.92
772,Tokelau,,,,,,,,,,,1.15,1.13,1.12,1.3,,,,,,,,,
