CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
688,Serbia,,,,,,,,,,,,,,,24.8,24.4,22.5,22.7,29.4,28.2,26.6,
694,Sierra Leone,,,,,,,,,,,,,,,92.4,,,,,,,
702,Singapore,,8.8,8.4,8.3,8.5,,9.6,8.2,9.3,9.5,,10.2,9.9,9.7,10.1,,10,10.2,10,9.8,9.2,9.6
703,Slovakia,,,,,4.4,4.5,4.4,4,4.3,5.4,5.5,5.7,6.2,7,8.7,9.4,9.5,9.8,10.6,12.2,12.4,12.4
705,Slovenia,,,,12.3,14.2,13.3,13.3,15.6,15.5,14.8,12.3,13.3,12.7,10.8,12.2,11.3,12.9,13,11.5,12.8,13.5,13.2
710,South Africa,,,,,,,,,,,,,,15.8,,,,15.1,10.1,10.1,10.2,10
724,Spain,22.5,21.4,20.8,21.4,21.1,20.2,19.5,18.4,17.5,15.4,14.5,14.5,13.8,12.9,12.7,13,12.4,12.1,11.8,11.2,11.2,11.3
144,Sri Lanka,43,35.4,38.3,37.8,37,37.7,36.8,38.3,42.5,40.5,41.4,39.1,39.3,39.5,37.6,37.6,41.3,40.7,40.6,39.8,41.9,
275,State of Palestine,,,,,,,37.8,32.7,28.9,26.7,29.2,33.2,37,39.2,37.6,36.2,36.1,36.2,30.4,27.2,26,
740,Suriname,,,,15.6,14.7,13.3,16.7,17.5,16.8,,,,,,,,,,,,,
748,Swaziland,,,,,,,,20.7,,,,,,,,,,,,,,
752,Sweden,,,,,,8.4,8.1,7.6,7.4,7.4,7.1,7,7,6.6,6.9,6.6,6.8,6.7,6.6,6.9,7,6.7
756,Switzerland,,9.2,8.6,9.6,9.2,9.2,11.2,11,10.7,11,10.9,10.4,10.4,10.9,9.8,9.6,9.7,10.1,9.7,9.4,9.1,9.4
760,Syrian Arab Republic,,,,,,,,,,,,42.4,,,,,34.9,37.5,31,34.2,36.8,32.9
764,Thailand,70.3,67.2,66.4,63.7,63.4,61.4,59.8,60.1,60.9,58.8,57.1,56.7,56.7,56.1,53,53.1,53.2,53.3,54.1,52.5,52.7,53.5
807,Macedonia,,,,,,,,,19,17.6,21.4,23.6,22.5,19.7,18.7,22.4,23.3,22.2,23.2,22.9,23.1,22.5
768,Togo,,,,,,,,,,,,,,,,,89.1,,,,,
776,Tonga,,,,,,,57,,,,,,,55.2,,,,,,,,
780,Trinidad and Tobago,21.7,19.9,20.4,21.2,21.1,20.8,19.5,18.7,17.8,18.5,17.7,17.5,16.8,16.5,15.9,15.6,,,,,,
788,Tunisia,,,,,20.9,,,,,,,,,,,,,,,,,
792,Turkey,,,,,,,,,48.8,50.6,46.3,47.5,44.7,44.4,44.5,40.7,38.1,33.8,33.1,34.3,33.8,33.1
798,Tuvalu,,,,,,,,,,,,,2,,,,,,,,,
800,Uganda,,,,,,,,,,,,,85.5,85.2,,80.6,,,,,,
784,United Arab Emirates,,,,,,,,,,,,,,,,1.6,,,1.2,,,
826,United Kingdom,9.2,9,9.7,9.7,10.1,10.1,9.9,9.7,9.4,9.4,9.1,9,9.3,9.8,10,10.1,10.3,10.5,10.5,10.8,11.3,11.7
834,Tanzania,,90.7,,,,,,,,,,92.2,,,,,87.7,,,,,
858,Uruguay,,,,,,,,,,,,,,,,,25.1,25.1,,,,
548,Vanuatu,,,,,,,,,,,,,,,,,,,,70,,
862,Venezuela,,,,,31.8,32.2,33.8,31.1,34.6,35.6,36.9,34.3,34.4,35.3,33.1,31.2,30.4,29.8,30.5,31.2,33,32.8
704,Viet Nam,,,,,,,82.1,81,78.6,80.9,80.1,77.5,78.3,77,73.9,,,,,,,62.5
887,Yemen,,,,,,,,,,55.9,,,,,,,,,,,,
894,Zambia,64.7,70.3,,,,,78.1,,81.5,,81.3,,,79.3,,81,,,,,,
716,Zimbabwe,,,,,63.6,,,60.3,,60.3,,,61.9,,,,,,,,,
