CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
591,Panama,,,43.4,42.9,42.3,42.7,42.5,43.5,41.7,42.2,43,43,43.5,44,43.6,43.4,42.5,43.1,42.2,42.1,42.9,
598,Papua New Guinea,27.9,,,,,,,,,,32.1,,,,,,,,,,,
600,Paraguay,41,39.9,44.2,42.7,40.7,,41.9,,,,39.3,,37.7,38.9,40,40.1,38.7,40.2,39.5,40.1,39.3,
604,Peru,,,,,,,29,30.1,31,32.8,30.8,32,32.4,33.3,32.2,32.5,32.3,34,34.7,35.1,35.8,
608,Philippines,,40.4,40.3,40.3,40.1,40,38.8,39.7,40.5,40.4,40.9,41.2,41.9,41.3,40.7,41.4,41.9,41.9,41.7,41.9,42,41.8
616,Poland,,,,,,47.3,47.1,46.6,46.8,47.1,46.9,47,47.5,47.7,47.2,46.7,46.6,46.7,47.3,46.9,47.2,47
620,Portugal,42.5,42.9,44.5,44.7,45.1,45.9,45.8,45.7,45.3,45.7,45.7,46.2,46.4,46.9,47.4,47.3,47.3,47.6,47.6,48.7,49,49.6
630,Puerto Rico,46.5,46.4,45.8,45.3,44.7,43.9,42.7,41.6,40.6,40,39.6,41.3,40.7,40.1,39.9,40.5,40.8,41.5,41.7,43.8,46.3,
634,Qatar,,,,,,,,14.2,,,,14.5,,,15.5,,14.6,12.3,,9.8,12.1,
498,Republic of Moldova,,,,,,,,,,52.9,52.8,52.6,53.6,54.6,54.6,54.9,53.5,54.6,54.1,54.3,55,
638,Reunion,,,,,,39.9,40,40.8,40.9,42,,,,,,,,,,,,
642,Romania,41.9,43,42.5,42.2,43,42,43,43.5,44,44.8,45.5,45.7,45.2,45.3,46.5,46.2,46.6,46.1,45.8,45.7,45.8,45.7
643,Russian Federation,,,51.2,50.3,50.2,50.2,50.1,50.1,50.3,50.2,50.4,50.4,50.6,51,50.9,50.9,51.2,51,50.6,50.9,50.7,50.7
