CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
608,Philippines, , , ,30.2, , , , ,24.6, , , , ,22.5, , , , ,22, , , , 
630,Puerto Rico, , , , , , ,4, , , , , , , , , , , , , , , , 
498,Republic of Moldova, , , , , , , ,6.7, , , , , , , ,11.4, , , , , , , 
642,Romania, , , ,11.4, , , , , ,5.6, , , , ,11.9, , , , , , , , 
646,Rwanda, , ,38.2, , , , , , , ,36.4, , , , ,38.5, , , , , ,20.8, 
882,Samoa, , , , , , , , , , , , , , , , , , , ,47.7, , , 
678,Sao Tome and Principe, , , , , , , , , , , , , , , , , , , ,37.6, , , 
686,Senegal, , , ,28.8, , , , , , , , , , , ,32, , , , , ,30.1, 
688,Serbia, , , , , , , , , , , , , , , , , , , , ,6.6, , 
694,Sierra Leone, , , , , , , , , , , , , , , , , , ,28.4, ,27.4, , 
705,Slovenia, , , , , ,9.2, , , , , , , , , , , , , , , , , 
90,Solomon Islands, , , , , , , , , , , , , , , , , ,11.1, , , , , 
710,South Africa, , , , , , , , ,16.5, , , , , ,13.8, , , , , , , , 
724,Spain, , , , , ,11.8, , , , , , , , , , , , , , , , , 
144,Sri Lanka, , , , , , , , , , ,18.2, , , , , , ,7.3, , , , , 
729,Sudan,28.9, , ,26, , , , , , , , , , , , , , , , ,28.9, , 
748,Swaziland, , , , , , , , , , , , , , , , , ,24.7, , ,13, , 
764,Thailand, , , , , , , , , , , , , , , , ,3.1, , , , , , 
626,Timor-Leste, ,18.3, , ,13.3, , ,17.4, , , , , ,3.8, , , , , , ,31.5, , 
768,Togo, , , , , , , , ,35, , , , , , , , , , , ,37.2, , 
788,Tunisia, , , , , , , , , , , ,12.1, , , , , , , , , , ,7
792,Turkey, , , ,14.6, , , , ,14, , , , ,9.5, , , , ,6.2, , , , 
795,Turkmenistan, , , , , , , , , , ,13.1, , , , , , , , , , , , 
798,Tuvalu, , , , , , , , , , , , , , , , , ,24.2, , , , , 
800,Uganda, , , , , ,30, , , , , ,35, , , , ,38, , , , ,34.3, 
804,Ukraine, , , , , , , , , ,17.5, , , , , , , ,10.1, , , , , 
834,Tanzania, , ,27.8, ,27.3, ,26, , ,22.3, , , , , ,24.3, , , , ,25.3, , 
840,United States,6, , , , , , , , , , , ,6.3, , , , , ,5.8, ,8, , 
860,Uzbekistan, , , , , , ,13.7, , , , , , , , , , , , , , , , 
862,Venezuela, , , , , , , , ,18.9, , , , , , , , , , , , , , 
704,Viet Nam, , , , , , , ,8.4, , , , ,6.6, , , , , , , , ,4.3, 
887,Yemen, , , , , , , ,40, , , , , , , , , , , , , , , 
894,Zambia, , ,30, , , , ,25.2, , , , ,27.5, , , , ,26.6, , , , , 
716,Zimbabwe, , , , ,19.1, , , , ,16.7, , , , , , ,15.5, , , , ,14.6, 
